Note_Index,Onset_Time,Duration,Score_MIDI,Score_Freq_Hz,Score_Note_Name,Audio_Freq_Hz,Cents_Error,Is_Measured,Is_Accurate,Voiced_Ratio,Confidence
98,23.750,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
99,23.750,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
100,24.250,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
101,24.750,0.250,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
102,25.000,0.250,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
103,25.250,0.250,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
104,25.500,0.125,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
105,25.625,0.125,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
106,25.750,0.250,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
107,26.000,0.250,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
108,26.250,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
109,26.750,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
110,26.750,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
111,26.750,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
112,27.250,0.500,73,554.37,C#5,N/A,N/A,False,False,0.00,0.00
113,27.750,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
114,27.750,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
115,28.250,1.000,60,261.63,C4,98.52,N/A,False,False,0.02,0.55
116,28.250,1.000,64,329.63,E4,98.52,N/A,False,False,0.02,0.55
117,29.250,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
118,29.250,0.500,73,554.37,C#5,N/A,N/A,False,False,0.00,0.00
119,29.750,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
120,30.250,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
121,31.250,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
122,31.750,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
123,32.250,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
124,32.750,0.250,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
125,33.000,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
126,33.000,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
127,33.500,0.500,74,587.33,D5,147.19,N/A,False,False,0.09,0.65
128,34.000,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
129,34.500,0.500,83,987.77,B5,N/A,N/A,False,False,0.00,0.00
130,35.000,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
131,35.000,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
132,35.000,0.500,81,880.00,A5,N/A,N/A,False,False,0.00,0.00
133,35.500,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
134,36.000,0.250,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
135,36.000,0.250,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
136,36.250,0.750,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
137,36.250,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
138,36.250,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
139,36.250,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
140,37.000,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
141,37.500,0.500,66,369.99,F#4,98.52,-2290.8,True,False,0.50,0.70
142,37.500,0.500,78,739.99,F#5,98.52,-3490.8,True,False,0.50,0.70
143,38.000,0.500,64,329.63,E4,98.52,-2090.8,True,False,0.36,0.77
144,38.000,0.500,64,329.63,E4,98.52,-2090.8,True,False,0.36,0.77
145,38.000,0.500,74,587.33,D5,98.52,-3090.8,True,False,0.36,0.77
146,38.500,0.500,73,554.37,C#5,98.52,N/A,False,False,0.24,0.56
147,39.000,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
148,39.500,0.500,57,220.00,A3,N/A,N/A,False,False,0.00,0.00
149,39.500,0.500,59,246.94,B3,N/A,N/A,False,False,0.00,0.00
150,39.500,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
151,40.000,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
152,40.500,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
153,41.000,0.500,62,293.66,D4,94.07,N/A,False,False,0.05,0.62
154,41.000,0.500,74,587.33,D5,94.07,N/A,False,False,0.05,0.62
155,41.500,0.500,71,493.88,B4,97.95,N/A,False,False,0.14,0.55
156,41.500,0.500,72,523.25,C5,97.95,N/A,False,False,0.14,0.55
157,42.000,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
158,42.500,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
159,43.000,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
160,43.500,0.500,74,587.33,D5,70.47,N/A,False,False,0.05,0.55
161,44.000,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
162,44.000,0.500,81,880.00,A5,N/A,N/A,False,False,0.00,0.00
163,44.000,0.500,81,880.00,A5,N/A,N/A,False,False,0.00,0.00
164,44.500,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
165,44.500,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
166,45.000,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
167,45.500,0.500,68,415.30,G#4,N/A,N/A,False,False,0.00,0.00
168,45.500,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
169,46.000,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
170,46.500,0.500,64,329.63,E4,100.24,N/A,False,False,0.14,0.57
171,46.500,0.500,74,587.33,D5,100.24,N/A,False,False,0.14,0.57
172,47.000,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
173,47.000,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
174,47.000,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
175,47.500,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
176,47.500,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
177,47.500,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
178,48.000,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
179,48.500,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
180,48.500,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
181,48.500,0.750,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
182,48.500,0.750,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
183,49.000,0.500,62,293.66,D4,65.76,N/A,False,False,0.05,0.62
184,49.000,0.500,62,293.66,D4,65.76,N/A,False,False,0.05,0.62
185,49.000,0.500,72,523.25,C5,65.76,N/A,False,False,0.05,0.62
186,49.500,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
187,50.000,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
188,50.000,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
189,50.000,0.500,68,415.30,G#4,N/A,N/A,False,False,0.00,0.00
190,50.000,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
191,50.000,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
192,50.000,0.500,68,415.30,G#4,N/A,N/A,False,False,0.00,0.00
193,50.500,0.250,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
194,50.750,0.125,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
195,50.750,0.125,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
196,50.875,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
197,50.875,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
198,50.875,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
199,51.375,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
200,51.375,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
201,51.375,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
202,51.875,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
203,52.375,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
204,52.375,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
205,52.875,0.500,59,246.94,B3,98.81,N/A,False,False,0.10,0.62
206,52.875,0.500,59,246.94,B3,98.81,N/A,False,False,0.10,0.62
207,52.875,0.500,62,293.66,D4,98.81,N/A,False,False,0.10,0.62
208,52.875,0.500,62,293.66,D4,98.81,N/A,False,False,0.10,0.62
209,52.875,0.500,69,440.00,A4,98.81,N/A,False,False,0.10,0.62
210,53.375,0.500,59,246.94,B3,99.38,N/A,False,False,0.27,0.71
211,53.375,0.500,62,293.66,D4,99.38,N/A,False,False,0.27,0.71
212,53.375,0.500,71,493.88,B4,99.38,N/A,False,False,0.27,0.71
213,53.875,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
214,54.375,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
215,54.375,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
216,54.375,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
217,54.875,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
218,54.875,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
219,54.875,1.000,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
220,54.875,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
221,54.875,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
222,55.375,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
223,55.875,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
224,56.375,0.500,69,440.00,A4,264.54,N/A,False,False,0.18,0.62
225,56.375,0.500,79,783.99,G5,264.54,N/A,False,False,0.18,0.62
226,56.375,0.500,79,783.99,G5,264.54,N/A,False,False,0.18,0.62
227,56.875,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
228,57.375,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
229,57.375,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
230,57.875,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
231,58.375,0.500,66,369.99,F#4,97.95,N/A,False,False,0.10,0.65
232,58.375,0.500,78,739.99,F#5,97.95,N/A,False,False,0.10,0.65
233,58.375,0.500,79,783.99,G5,97.95,N/A,False,False,0.10,0.65
234,58.875,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
235,59.375,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
236,59.375,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
237,59.875,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
238,60.375,0.500,71,493.88,B4,98.52,N/A,False,False,0.10,0.72
239,60.875,0.500,66,369.99,F#4,98.52,N/A,False,False,0.05,0.62
240,60.875,0.500,79,783.99,G5,98.52,N/A,False,False,0.05,0.62
241,60.875,0.500,79,783.99,G5,98.52,N/A,False,False,0.05,0.62
242,60.875,0.500,83,987.77,B5,98.52,N/A,False,False,0.05,0.62
243,61.375,0.500,67,392.00,G4,98.52,N/A,False,False,0.05,0.69
244,61.875,0.500,69,440.00,A4,98.52,N/A,False,False,0.05,0.55
245,61.875,0.500,79,783.99,G5,98.52,N/A,False,False,0.05,0.55
246,61.875,0.500,79,783.99,G5,98.52,N/A,False,False,0.05,0.55
247,62.375,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
248,62.875,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
249,62.875,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
250,63.375,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
251,63.875,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
252,63.875,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
253,64.375,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
254,64.875,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
255,64.875,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
256,64.875,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
257,64.875,0.500,81,880.00,A5,N/A,N/A,False,False,0.00,0.00
258,65.375,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
259,65.875,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
260,65.875,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
261,66.375,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
262,66.875,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
263,67.375,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
264,67.375,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
265,67.375,0.500,83,987.77,B5,N/A,N/A,False,False,0.00,0.00
266,67.875,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
267,67.875,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
268,67.875,0.500,83,987.77,B5,N/A,N/A,False,False,0.00,0.00
269,68.375,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
270,68.875,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
271,68.875,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
272,68.875,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
273,69.375,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
274,69.375,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
275,69.375,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
276,69.375,0.500,81,880.00,A5,N/A,N/A,False,False,0.00,0.00
277,69.375,0.500,81,880.00,A5,N/A,N/A,False,False,0.00,0.00
278,69.875,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
279,69.875,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
280,70.375,0.500,62,293.66,D4,173.53,N/A,False,False,0.09,0.69
281,70.375,0.500,72,523.25,C5,173.53,N/A,False,False,0.09,0.69
282,70.875,0.500,74,587.33,D5,147.19,N/A,False,False,0.19,0.92
283,71.375,0.333,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
284,71.375,0.333,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
285,71.375,0.333,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
286,71.708,0.500,74,587.33,D5,74.24,-3580.8,True,False,0.33,0.68
287,72.208,0.500,69,440.00,A4,110.59,N/A,False,False,0.14,0.57
288,72.208,0.500,76,659.26,E5,110.59,N/A,False,False,0.14,0.57
289,72.708,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
290,73.208,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
291,73.708,0.500,62,293.66,D4,447.49,N/A,False,False,0.14,0.64
292,73.708,0.500,62,293.66,D4,447.49,N/A,False,False,0.14,0.64
293,73.708,0.500,66,369.99,F#4,447.49,N/A,False,False,0.14,0.64
294,73.708,0.500,78,739.99,F#5,447.49,N/A,False,False,0.14,0.64
295,74.208,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
296,74.708,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
297,74.708,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
298,75.208,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
299,75.208,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
300,75.208,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
301,75.208,0.500,72,523.25,C5,N/A,N/A,False,False,0.00,0.00
302,75.708,0.500,59,246.94,B3,N/A,N/A,False,False,0.00,0.00
303,75.708,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
304,75.708,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
305,75.708,0.500,71,493.88,B4,N/A,N/A,False,False,0.00,0.00
306,76.208,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
307,76.708,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
308,77.208,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
309,77.208,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
310,77.208,0.500,76,659.26,E5,N/A,N/A,False,False,0.00,0.00
311,77.708,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
312,78.208,0.500,59,246.94,B3,N/A,N/A,False,False,0.00,0.00
313,78.708,0.500,57,220.00,A3,N/A,N/A,False,False,0.00,0.00
314,78.708,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
315,78.708,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
316,79.208,0.500,57,220.00,A3,N/A,N/A,False,False,0.00,0.00
317,79.208,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
318,79.708,0.500,59,246.94,B3,N/A,N/A,False,False,0.00,0.00
319,80.208,0.500,60,261.63,C4,N/A,N/A,False,False,0.00,0.00
320,80.708,0.500,59,246.94,B3,N/A,N/A,False,False,0.00,0.00
321,80.708,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
322,80.708,0.500,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
323,81.208,1.000,69,440.00,A4,N/A,N/A,False,False,0.00,0.00
324,82.208,0.500,79,783.99,G5,N/A,N/A,False,False,0.00,0.00
325,82.708,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
326,82.708,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
327,83.208,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
328,83.208,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
329,83.208,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
330,83.708,1.000,66,369.99,F#4,124.13,N/A,False,False,0.12,0.63
331,83.708,1.000,66,369.99,F#4,124.13,N/A,False,False,0.12,0.63
332,83.708,1.000,78,739.99,F#5,124.13,N/A,False,False,0.12,0.63
333,84.708,0.500,74,587.33,D5,98.52,N/A,False,False,0.05,0.55
334,85.208,0.500,66,369.99,F#4,N/A,N/A,False,False,0.00,0.00
335,85.208,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
336,85.708,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
337,85.708,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
338,85.708,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
339,85.708,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
340,85.708,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
341,86.208,0.500,67,392.00,G4,N/A,N/A,False,False,0.00,0.00
342,86.208,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
343,86.208,0.500,64,329.63,E4,N/A,N/A,False,False,0.00,0.00
344,86.708,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
345,87.208,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
346,87.708,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
347,0.000,0.500,78,739.99,F#5,N/A,N/A,False,False,0.00,0.00
348,0.500,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
349,0.500,0.500,62,293.66,D4,N/A,N/A,False,False,0.00,0.00
350,0.500,0.500,74,587.33,D5,N/A,N/A,False,False,0.00,0.00
351,1.000,0.500,52,164.81,E3,194.78,N/A,False,False,0.05,0.55
